DateTime,Product,Quantity,Unit_Price,Revenue
2024-09-24 09:07,Blueberry Muffin,12.0,2.44,29.28
2024-12-27 09:38,Chocolate Muffin,12.0,2.43,29.16
2024-06-07 13:24,Blueberry Muffin,11.0,2.42,26.62
2024-06-27 11:23,Brownie,9.0,2.11,18.99
2024-08-12 11:25,Brownie,12.0,2.11,25.32
2024-10-15 12:23,Banana Bread,13.0,4.1,53.3
2024-12-30 07:02,Croissant,12.0,2.75,33.0
2024-12-24 07:26,Blueberry Muffin,9.0,2.4,21.6
2024-10-30 12:18,Chocolate Muffin,10.0,2.39,23.9
2024-11-29 08:44,Croissant,11.0,2.84,31.24
2024-12-11 10:48,Chocolate Muffin,11.0,2.47,27.17
2024-12-21 13:21,Croissant,9.0,2.69,24.21
2024-09-01 11:39,Brownie,10.0,2.23,22.3
2024-09-14 10:07,Blueberry Muffin,11.0,2.4,26.4
2024-10-11 13:58,Chocolate Muffin,9.0,2.43,21.87
2024-08-07 15:28,Baguette,6.0,2.93,17.58
2024-07-04 09:34,Baguette,16.0,3.07,49.12
2024-03-17 08:28,Cinnamon Roll,10.0,3.26,32.6
2024-12-06 10:14,Baguette,10.0,2.86,28.6
2024-02-28 12:27,Croissant,11.0,2.73,30.03
2024-12-08 09:20,Blueberry Muffin,8.0,2.39,19.12
2024-05-19 11:01,Brownie,9.0,2.3,20.7
2024-11-29 10:54,Chocolate Muffin,11.0,2.42,26.62
2024-11-16 13:05,Cinnamon Roll,12.0,3.24,38.88
2024-04-04 10:21,Blueberry Muffin,15.0,2.56,38.4
2024-04-30 08:52,Baguette,8.0,2.89,23.12
2024-03-02 08:41,Croissant,11.0,2.9,31.9
2024-01-09 07:19,Brownie,10.0,2.15,21.5
2024-07-28 14:29,Croissant,13.0,2.91,37.83
2024-08-21 09:48,Sourdough Bread,10.0,5.54,55.4
2024-10-29 07:05,Croissant,12.0,2.85,34.2
2024-09-15 12:09,Chocolate Muffin,13.0,2.58,33.54
2024-07-28 11:08,Almond Danish,14.0,3.64,50.96
2024-04-21 08:18,Croissant,10.0,2.66,26.6
2024-02-11 09:58,Blueberry Muffin,13.0,2.46,31.98
2024-04-01 09:41,Brownie,13.0,2.29,29.77
2024-01-14 07:55,Brownie,7.0,2.22,15.54
2024-06-16 08:40,Chocolate Muffin,12.0,2.45,29.4
2024-12-26 10:04,Banana Bread,13.0,4.06,52.78
2024-12-02 12:33,Baguette,13.0,3.0,39.0
2024-01-21 08:22,Croissant,16.0,2.89,46.24
2024-07-06 09:26,Baguette,12.0,3.06,36.72
2024-01-13 09:10,Blueberry Muffin,10.0,2.42,24.2
2024-10-06 10:11,Brownie,10.0,2.18,21.8
2024-02-26 08:29,Croissant,10.0,2.66,26.6
2024-01-03 08:48,Cinnamon Roll,12.0,3.2,38.4
2024-10-27 10:17,Baguette,12.0,3.1,37.2
2024-05-04 10:30,Cinnamon Roll,12.0,3.35,40.2
2024-10-30 09:43,Blueberry Muffin,15.0,2.47,37.05
2024-04-19 09:43,Cheesecake Slice,17.0,5.02,85.34
2024-11-18 13:01,Blueberry Muffin,13.0,2.61,33.93
2024-02-03 11:27,Chocolate Muffin,8.0,2.44,19.52
2024-03-16 12:42,Banana Bread,15.0,3.81,57.15
2024-08-15 12:15,Cheesecake Slice,12.0,4.78,57.36
2024-06-07 13:17,Croissant,9.0,2.91,26.19
2024-11-08 08:16,Croissant,8.0,2.81,22.48
2024-05-31 08:27,Carrot Cake Slice,12.0,4.37,52.44
2024-06-16 11:55,Croissant,13.0,2.72,35.36
2024-05-05 09:25,Almond Danish,8.0,3.43,27.44
2024-06-17 10:07,Cinnamon Roll,13.0,3.12,40.56
2024-07-23 07:39,Brownie,12.0,2.28,27.36
2024-11-11 08:44,Baguette,12.0,2.86,34.32
2024-06-06 10:19,Chocolate Muffin,11.0,2.54,27.94
2024-07-21 09:38,Chocolate Muffin,10.0,2.41,24.1
2024-10-15 09:33,Baguette,7.0,3.12,21.84
2024-04-17 14:22,Cinnamon Roll,7.0,3.19,22.33
2024-08-28 08:37,Sourdough Bread,11.0,5.77,63.47
2024-06-01 09:54,Baguette,9.0,2.94,26.46
2024-10-09 13:36,Blueberry Muffin,14.0,2.39,33.46
2024-10-20 08:16,Blueberry Muffin,7.0,2.56,17.92
2024-12-05 08:48,Cheesecake Slice,15.0,4.84,72.6
2024-02-28 12:18,Brownie,12.0,2.25,27.0
2024-02-24 08:55,Brownie,13.0,2.2,28.6
2024-10-09 08:35,Focaccia,8.0,4.07,32.56
2024-04-21 11:05,Almond Danish,10.0,3.66,36.6
2024-10-28 10:08,Sourdough Bread,12.0,5.32,63.84
2024-12-10 08:20,Chocolate Muffin,11.0,2.61,28.71
2024-10-30 08:44,Baguette,9.0,3.1,27.9
2024-10-19 11:16,Chocolate Muffin,9.0,2.57,23.13
2024-04-16 13:19,Croissant,9.0,2.68,24.12
2024-11-13 10:01,Brownie,13.0,2.2,28.6
2024-07-16 09:35,Baguette,15.0,3.0,45.0
2024-03-30 07:46,Croissant,9.0,2.75,24.75
2024-05-07 08:10,Cinnamon Roll,10.0,3.1,31.0
2024-10-27 09:28,Brownie,10.0,2.15,21.5
2024-07-27 09:03,Baguette,10.0,2.91,29.1
2024-06-22 09:29,Chocolate Muffin,7.0,2.4,16.8
2024-09-08 10:48,Baguette,10.0,2.98,29.8
2024-04-12 09:38,Cinnamon Roll,9.0,3.34,30.06
2024-11-20 10:15,Croissant,10.0,2.71,27.1
2024-12-03 07:43,Baguette,10.0,3.01,30.1
2024-04-11 08:49,Croissant,12.0,2.92,35.04
2024-04-16 10:28,Croissant,13.0,2.78,36.14
2024-03-04 09:40,Focaccia,11.0,4.0,44.0
2024-12-24 14:18,Baguette,11.0,3.0,33.0
2024-10-20 08:51,Baguette,16.0,2.89,46.24
2024-06-08 10:41,Chocolate Muffin,10.0,2.48,24.8
2024-09-14 15:25,Focaccia,19.0,4.0,76.0
2024-02-17 08:43,Croissant,11.0,2.68,29.48
2024-06-22 09:52,Blueberry Muffin,11.0,2.41,26.51
2024-10-26 10:19,Croissant,10.0,2.77,27.7
2024-08-01 11:47,Cinnamon Roll,11.0,3.04,33.44
2024-11-30 13:48,Brownie,12.0,2.21,26.52
2024-06-03 09:25,Almond Danish,20.0,3.45,69.0
2024-09-24 08:56,Croissant,10.0,2.78,27.8
2024-03-23 10:26,Blueberry Muffin,11.0,2.54,27.94
2024-08-31 14:47,Croissant,9.0,2.75,24.75
2024-06-11 11:31,Cinnamon Roll,13.0,3.32,43.16
2024-05-09 09:41,Blueberry Muffin,17.0,2.41,40.97
2024-09-27 12:14,Croissant,12.0,2.85,34.2
2024-05-23 12:55,Croissant,14.0,2.81,39.34
2024-09-17 11:51,Focaccia,8.0,4.21,33.68
2024-10-06 10:01,Chocolate Muffin,9.0,2.61,23.49
2024-08-02 08:38,Cheesecake Slice,12.0,4.75,57.0
2024-11-02 09:24,Carrot Cake Slice,10.0,4.71,47.1
2024-01-10 12:54,Croissant,10.0,2.84,28.4
2024-09-26 12:15,Croissant,9.0,2.71,24.39
2024-03-29 09:47,Almond Danish,9.0,3.48,31.32
2024-02-15 08:00,Croissant,8.0,2.9,23.2
2024-01-10 13:15,Sourdough Bread,11.0,5.53,60.83
2024-12-24 07:40,Cinnamon Roll,9.0,3.25,29.25
2024-04-27 13:44,Cheesecake Slice,12.0,4.81,57.72
2024-05-26 10:02,Sourdough Bread,12.0,5.77,69.24
2024-09-04 11:45,Croissant,11.0,2.91,32.01
2024-10-24 10:53,Croissant,8.0,2.71,21.68
2024-03-17 11:04,Blueberry Muffin,13.0,2.59,33.67
2024-07-16 12:47,Carrot Cake Slice,9.0,4.66,41.94
2024-06-06 07:07,Baguette,11.0,3.05,33.55
2024-03-17 08:52,Croissant,10.0,2.87,28.7
2024-03-12 13:30,Almond Danish,18.0,3.53,63.54
2024-10-19 09:35,Sourdough Bread,10.0,5.4,54.0
2024-01-03 10:00,Croissant,9.0,2.75,24.75
2024-05-26 08:23,Carrot Cake Slice,11.0,4.51,49.61
2024-03-30 10:26,Chocolate Muffin,12.0,2.53,30.36
2024-11-22 11:06,Cheesecake Slice,15.0,5.01,75.15
2024-08-16 11:59,Brownie,13.0,2.25,29.25
2024-12-08 12:13,Croissant,10.0,2.67,26.7
2024-12-03 11:44,Brownie,15.0,2.16,32.4
2024-07-12 09:21,Cinnamon Roll,16.0,3.1,49.6
2024-01-30 10:42,Almond Danish,13.0,3.61,46.93
2024-01-14 09:58,Banana Bread,13.0,3.84,49.92
2024-03-16 09:20,Chocolate Muffin,12.0,2.52,30.24
2024-05-24 10:53,Blueberry Muffin,12.0,2.42,29.04
2024-12-17 15:35,Chocolate Muffin,8.0,2.48,19.84
2024-05-24 09:41,Sourdough Bread,10.0,5.25,52.5
2024-01-21 14:21,Chocolate Muffin,15.0,2.41,36.15
2024-07-05 12:27,Chocolate Muffin,7.0,2.47,17.29
2024-04-04 09:58,Croissant,8.0,2.71,21.68
2024-03-15 11:17,Croissant,9.0,2.88,25.92
2024-10-22 08:50,Cinnamon Roll,11.0,3.24,35.64
2024-12-30 12:37,Croissant,-1.0,2.76,-2.76
2024-12-03 12:11,Blueberry Muffin,14.0,2.47,34.58
2024-04-07 08:13,Cinnamon Roll,9.0,3.31,29.79
2024-10-19 12:36,Cinnamon Roll,11.0,3.26,35.86
2024-06-08 09:17,Brownie,13.0,2.12,27.56
2024-06-08 15:20,Croissant,12.0,2.76,33.12
2024-11-18 10:03,Baguette,11.0,2.9,31.9
2024-08-01 12:16,Sourdough Bread,11.0,5.75,63.25
2024-12-22 10:43,Sourdough Bread,8.0,5.35,42.8
2024-02-24 09:12,Sourdough Bread,15.0,5.43,81.45
2024-09-20 08:01,Banana Bread,5.0,4.06,20.3
2024-11-02 07:02,Chocolate Muffin,7.0,2.61,18.27
2024-01-07 11:42,Croissant,9.0,2.86,25.74
2024-04-28 08:27,Banana Bread,16.0,4.01,64.16
2024-07-25 11:59,Banana Bread,10.0,3.92,39.2
2024-12-22 09:29,Sourdough Bread,10.0,5.68,56.8
2024-05-19 13:48,Banana Bread,13.0,4.14,53.82
2024-12-20 09:35,Almond Danish,13.0,3.33,43.29
2024-09-13 15:55,Croissant,11.0,2.76,30.36
2024-02-25 14:33,Cinnamon Roll,9.0,3.26,29.34
2024-08-12 12:39,Banana Bread,12.0,3.84,46.08
2024-02-24 13:27,Baguette,11.0,3.1,34.1
2024-05-22 10:06,Almond Danish,9.0,3.34,30.06
2024-08-27 10:19,Chocolate Muffin,9.0,2.62,23.58
2024-04-06 09:53,Almond Danish,12.0,3.41,40.92
2024-01-07 13:28,Brownie,10.0,2.27,22.7
2024-07-12 10:32,Blueberry Muffin,17.0,2.58,43.86
2024-11-02 14:15,Baguette,11.0,3.06,33.66
2024-05-02 12:07,Croissant,11.0,2.8,30.8
2024-12-10 07:23,Sourdough Bread,11.0,5.63,61.93
2024-11-17 09:34,Almond Danish,-1.0,3.44,-3.44
2024-12-19 11:20,Baguette,13.0,3.14,40.82
2024-06-29 12:41,Blueberry Muffin,10.0,2.44,24.4
2024-04-06 09:32,Baguette,8.0,2.98,23.84
2024-07-13 16:18,Focaccia,18.0,4.21,75.78
2024-09-21 09:51,Cinnamon Roll,12.0,3.32,39.84
2024-07-04 10:06,Cinnamon Roll,10.0,3.21,32.1
2024-12-29 09:44,Croissant,13.0,2.89,37.57
2024-04-17 09:09,Chocolate Muffin,7.0,2.45,17.15
2024-09-25 15:37,Chocolate Muffin,12.0,2.39,28.68
2024-01-02 13:10,Sourdough Bread,7.0,5.73,40.11
2024-11-25 08:25,Croissant,10.0,2.67,26.7
2024-02-03 10:24,Focaccia,13.0,4.01,52.13
2024-02-27 10:25,Chocolate Muffin,11.0,2.58,28.38
2024-06-08 11:23,Baguette,8.0,3.09,24.72
2024-05-18 11:50,Croissant,8.0,2.79,22.32
2024-08-14 09:52,Cinnamon Roll,17.0,3.36,57.12
2024-10-07 11:34,Croissant,14.0,2.84,39.76
2024-11-30 13:59,Carrot Cake Slice,9.0,4.66,41.94
2024-08-27 11:34,Sourdough Bread,11.0,5.61,61.71
2024-12-05 09:34,Cinnamon Roll,9.0,3.12,28.08
2024-04-28 11:47,Baguette,13.0,3.07,39.91
2024-06-22 15:09,Chocolate Muffin,11.0,2.44,26.84
2024-04-16 08:49,Sourdough Bread,11.0,5.27,57.97
2024-02-22 07:55,Brownie,11.0,2.22,24.42
2024-09-01 08:53,Croissant,10.0,2.72,27.2
2024-01-19 10:13,Almond Danish,11.0,3.52,38.72
2024-12-24 10:28,Croissant,13.0,2.72,35.36
2024-03-16 14:29,Brownie,11.0,2.24,24.64
2024-02-18 08:33,Banana Bread,12.0,3.99,47.88
2024-07-07 09:42,Focaccia,12.0,4.19,50.28
2024-11-22 10:40,Croissant,9.0,2.89,26.01
2024-03-30 10:54,Cinnamon Roll,13.0,3.21,41.73
2024-01-20 15:20,Cinnamon Roll,13.0,3.11,40.43
2024-07-28 13:32,Sourdough Bread,7.0,5.59,39.13
2024-03-24 10:55,Chocolate Muffin,11.0,2.53,27.83
2024-05-07 09:57,Blueberry Muffin,12.0,2.57,30.84
2024-02-04 12:01,Brownie,11.0,2.22,24.42
2024-03-22 10:43,Carrot Cake Slice,17.0,4.53,77.01
2024-10-26 10:34,Baguette,9.0,2.94,26.46
2024-08-30 07:17,Croissant,16.0,2.91,46.56
2024-04-20 14:23,Cinnamon Roll,6.0,3.25,19.5
2024-04-17 08:07,Sourdough Bread,13.0,5.29,68.77
2024-12-09 11:14,Brownie,12.0,2.24,26.88
2024-07-24 13:33,Chocolate Muffin,8.0,2.57,20.56
2024-10-27 10:19,Brownie,9.0,2.13,19.17
2024-05-01 08:42,Croissant,10.0,2.83,28.3
2024-08-12 09:19,Baguette,19.0,2.89,54.91
2024-09-06 07:53,Brownie,12.0,2.16,25.92
2024-01-19 15:03,Carrot Cake Slice,17.0,4.66,79.22
2024-03-08 08:02,Carrot Cake Slice,14.0,4.3,60.2
2024-05-27 16:01,Brownie,8.0,2.15,17.2
2024-12-09 13:58,Chocolate Muffin,12.0,2.52,30.24
2024-08-17 08:27,Blueberry Muffin,11.0,2.58,28.38
2024-08-10 10:40,Cheesecake Slice,7.0,4.92,34.44
2024-01-06 12:19,Sourdough Bread,-1.0,5.5,-5.5
2024-05-17 11:33,Brownie,11.0,2.21,24.31
2024-12-06 07:12,Chocolate Muffin,8.0,2.55,20.4
2024-09-13 10:11,Brownie,12.0,2.23,26.76
2024-05-12 11:12,Blueberry Muffin,10.0,2.52,25.2
2024-04-13 09:42,Brownie,10.0,2.24,22.4
2024-11-19 10:26,Sourdough Bread,14.0,5.46,76.44
2024-07-02 08:04,Almond Danish,13.0,3.4,44.2
2024-09-30 10:28,Carrot Cake Slice,15.0,4.56,68.4
2024-11-26 10:23,Brownie,9.0,2.16,19.44
